"identifier","score","Gene"
"4JAA",1,"HIF1AN"
"7A1J",1,"HIF1AN"
"7A1K",1,"HIF1AN"
"7A1L",1,"HIF1AN"
"7A1M",1,"HIF1AN"
"1YCI",0.96149639616375,"HIF1AN"
"4NR1",0.96149639616375,"HIF1AN"
"4Z1V",0.96149639616375,"HIF1AN"
"4Z2W",0.96149639616375,"HIF1AN"
"5JWK",0.96149639616375,"HIF1AN"
"5JWL",0.96149639616375,"HIF1AN"
"6RUJ",0.96149639616375,"HIF1AN"
"7A1N",0.96149639616375,"HIF1AN"
"7A1O",0.96149639616375,"HIF1AN"
"7A1P",0.96149639616375,"HIF1AN"
"7A1Q",0.96149639616375,"HIF1AN"
"8IHZ",0.96149639616375,"HIF1AN"
"3OD4",0.925847810918459,"HIF1AN"
"8II0",0.925847810918459,"HIF1AN"
"8K71",0.925847810918459,"HIF1AN"
"8K72",0.925847810918459,"HIF1AN"
"8K73",0.925847810918459,"HIF1AN"
